,name,followers_count,total_number_of_tweets,location,language,tweet_count
2951,wordzsoundzpowerz,92.0,4729,"Miami, FL",en,2
2952,Starlight PR™,320698.0,158939,"Los Angeles, CA",en,2
2953,Ravikumar,17.0,159,"Bengaluru, India",en,2
2954,👑Love Always Wins👑,1653.0,70552,🌍🌏🌎,en,2
2955,Trumpelstiltskin 🇺🇸 ❌,3427.0,19124,1600 Pennsylvania Avenue,en,2
2956,Dina D. Pomeranz,42969.0,37099,Zurich,en,2
2957,CptTomParker,1740.0,3828,Constitutional America,en,2
2958,Lonny Kennett 🍁,1048.0,13523,"Alberta, Canada",en,2
2959,John Haymes,585.0,10199,wirral,en,2
2960,Progressive Geek,129.0,19376,USA,en,2
2961,Ronald Mark Thomas #Resists 🇺🇸  🌊 🏳️‍🌈  🇨🇦,9110.0,49850,"Texas, USA",en,2
2962,This Shit Is For Us.,538.0,80335,Wondaland,en,2
2963,kate sensmeier,421.0,544,"Bernardsville, NJ",en,2
2964,Maass_M,3.0,23,México,en,2
2965,Suzanne DJohnson,6120.0,337531,So Cal,en,2
2966,john manly,2708.0,8213,"Irvine, ca",en,2
2967,Tracy Rarick,586.0,10094,"California, USA",en,2
2968,Howard University,73641.0,20881,"Washington, DC",en,2
2969,Christian,12.0,270,"Glasgow, Scotland",en,2
2970,Liberal Snowflake ❄️,3591.0,42580,"Ohio, USA",en,2
2971,Hendeca: Warrior for Joy,90.0,247,"New York,  NY",en,2
2972,Stuart,13699.0,118982,"North West, England, United Ki",en,2
2973,mike,174.0,25041,"Toronto, Ontario",en,2
2974,Zazu,657.0,8504,London,en,2
2975,רח״ל,2034.0,99105,"New York, NY",en,2
2976,Melaniesue56,5030.0,70583,Cleveland,en,2
2977,𝓚𝓒2𝓨𝓚𝓝 📻📡,280.0,6784,New York,en,2
2978,LaughingMedusa,381.0,7476,Downtown Mimico,en,2
2979,Karl,1860.0,23316,"New Mexico, USA",en,2
2980,Sarah SickofYourShite,1001.0,6719,United Kingdom,en,2
2981,Brian Scissorhands,12.0,482,Costa Rica,en,2
2982,Subliminal,1539.0,107823,Gambia,en,2
2983,RedState,203640.0,59179,"Washington, D.C.",en,2
2984,Matheus Novas 🇬🇧 🇺🇸 🇩🇪,478.0,27706,"London, England",en,2
2985,⚔️🇳🇱BOHEMOND🇳🇱⚔️C’est Ca🛡,1194.0,22328,somewhere,en,2
2986,"Ali S. Raja, MD",15140.0,33229,"Boston, MA",en,2
2987,My Battery is Low and It's Getting Dark,615.0,279589,"16-Bit Hero, Hanamura",en,2
2988,when are the stanley pup playoffs,451.0,104604,"San Francisco, CA",en,2
2989,crybaby™,11528.0,24549,"Greater Kailash, New Delhi",en,2
2990,"Ella D. Curry, Pres.",23462.0,101079,Maryland/DC,en,2
2991,Ms. Campbell,882.0,4854,"Ottawa, on unceded Algonquin territory",en,2
2992,Desckknowsbest,875.0,1482,Nowhere,en,2
2993,Ruteger Smoot,86.0,4058,Nacho Business ,en,2
2994,Delaware State Bar Association,258.0,460,"Wilmington, DE",en,2
2995,Nicole,151.0,4710,"California, USA",en,2
2996,Layla Mashkoor,1422.0,2172,Toronto,en,2
2997,Shirley_friday,3287.0,36063,"Arlington, Texas ",en,2
2998,American Jewelry,2306.0,332,San Francisco,en,2
2999,TRUMP IS A LIAR CHEAT BIGOT,4188.0,57178,"Illinois, USA",en,2
3000,WomensRadio,14943.0,134659,"Reno, NV",en,2
3001,L.H.Groves II,355.0,9343,"Michigan, USA",en,2
3002,Aritra Das,469.0,925,"Mumbai, India",en,2
3003,BROOKE CERDA GUZMAN,2852.0,115262,Manhattan 10040,en,2
3004,#trumpresign,3807.0,99145,"NW Ohio, USA",en,2
3005,A Box Of Rocks,217.0,3183,Rockville,en,2
3006,OU in Scotland,4359.0,9246,"Scotland, United Kingdom",en,2
3007,Donna Ballman,7303.0,39371,"Ft. Lauderdale, FL",en,2
3008,Dr Kendra Preston Leonard,3140.0,32144,"Houston, TX",en,2
3009,alanpdx ‽ 𒀩 幽霊文字,3016.0,135163,"Portland, Oregon",en,2
3010,Glenda Sharp,12.0,280,Slightly left of heaven...,en,2
3011,"𝐜𝐚𝐫𝐭𝐨""it also does not exonerate him""𝐠𝐞𝐞𝐤",1480.0,45019,a few acres of snow,en,2
3012,cracraone,192.0,7645,United States,en,2
3013,Rachel Cunningham,2100.0,60361,"Vermont, USA",en,2
3014,Amit,180.0,9089,Kolkata,en,2
3015,Wagatwe Wanjuki 🇰🇪,13905.0,45402,"California, USA",en,2
3016,nick & nora's infinite playlist 2008,992.0,110301,Ladera Heights,en,2
3017,🌈 🦄❄️ Ken Nardone 🌊💨💦,594.0,5631,Pennsylvania,en,2
3018,Genesis Baaby,341.0,5028,Louisville Ky,en,2
3019,Carol Lovely,3648.0,188287,CA,en,2
3020,FiLiA,9752.0,13921,United Kingdom,en,2
3021,🇺🇸🇺🇸Howitte🇺🇸🇺🇸❤️❤️,7073.0,27013,CO,en,2
3022,Plante Law Firm,514.0,86,"5177 Richmond Avenue, Suite 1140
Houston, Texas 77056",en,2
3023,Pbrowning02 🇺🇸,79.0,117301,United States,en,2
3024,Ming  🇹🇹,1079.0,86453,In the clouds.....,en,2
3025,Animah Kosai,707.0,4026,London & Kuala Lumpur,en,2
3026,upday France,1503.0,21727,Sur Google Play & Galaxy Apps,fr,2
3027,VesenniyRassvet,12.0,80,Россия,en,2
3028,Mar✿ Sun,663.0,8812,I love u MJ❤,en,2
3029,Leah Jones,3619.0,82815,"Chicago, IL",en,2
3030,Know the Line SYorks,292.0,568,"Sheffield, England",en,2
3031,Marion Steggles,9635.0,327153,England,en,2
3032,Love Is A Verb 💋,1574.0,96311,"Wilshire Center, Los Angeles",en,2
3033,Brandon Morse,29431.0,177780,"Dallas, TX",en,2
3034,Tropics of Meta,1625.0,11987,ATL/Austin/Fresno,en,2
3035,V.S. Kemanis,1521.0,2046,"New York, NY",en,2
3036,👑,1405.0,65382,Where Kings sit.,en,2
3037,Jim,2968.0,74116,"Buffalo, NY",en,2
3038,Desimartini,51780.0,39319,India,en,2
3039,"Megan Elder, Your HRPro",2762.0,2875,United States,en,2
3040,Rena Romano,1982.0,3791,Tampa and the World,en,2
3041,Jennifer,8362.0,26249,"Kansas City, MO",en,2
3042,Sondra Cosgrove,2172.0,71112,Las Vegas,en,2
3043,AnneW.,2869.0,7878,"Florida, USA",en,2
3044,Mara Keire,723.0,4730,United Kingdom,en,2
3045,Drew Scapegoat,2222.0,25070,"Bedford, England",en,2
3046,Laura Gambino,96.0,2578,"New York, USA",en,2
3047,Rebecca Gill,1730.0,2148,Las Vegas,en,2
3048,"Denise Kupferschmidt, not a Millennial",653.0,37995,NYC,en,2
3049,Le Figaro,3020464.0,513483,France,fr,2
3050,Elizabeth Viglianti,320.0,382,"Ann Arbor, MI",en,2
3051,HE’S MY PRESIDENT🇺🇸🚂❤️#MAGA,6627.0,12056,"Texas, USA",en,2
3052,SSBazinet,16589.0,112866,Albuquerque,en,2
3053,TrendingWWWandW        ⭐️⭐️⭐️⭐️⭐️ 🌏🌍🌎,21055.0,72860,"Arizona, USA",en,2
3054,Teresa Smith,944.0,9947,"Cincinnati, OH",en,2
3055,ꦯꦺꦲꦶꦏ꧀​ꦈꦩꦂ​ꦩꦸꦑ꧀ꦠꦂ,806.0,105415,Sundaland 🇸🇬🇲🇾🇮🇩🇧🇳🇵🇭,en,2
3056,Julian Vigo,4860.0,31032,planet earth,en,2
3057,Promundo-US,5506.0,13436,"Washington, DC",en,2
3058,Mary Leath,14301.0,15592,"Richmond, Virginia",en,2
3059,MrsDigger,4728.0,1587,Bossyton,en,2
3060,Nas Escobar,128.0,3704,United States,en,2
3061,Thatcher Law Firm,98.0,463,"Greenbelt, MD",en,2
3062,PAPI: Pan-African Power Institute,364.0,14951,"Los Angeles, CA",en,2
3063,Broward County Corruption,706.0,793,"Coconut Creek, Fl",en,2
3064,Unseen News UK,561.0,165847,"England, United Kingdom",en,2
3065,MaryAnn,89.0,1080,"San Diego, CA",en,2
3066,Vineet Bhuwania,353.0,12361,India,en,2
3067,shohei fukano,286.0,17268,LA X NYC,en,2
3068,Kirt Tisdale,5891.0,67481,"Los Angeles, CA",en,2
3069,End VAW / Contre VFF,1894.0,4884,"Ottawa, Ontario, Canada",en,2
3070,Red Lori Bright Eyes,9058.0,56775,"San Diego, CA",en,2
3071,andi zeisler,47790.0,37985,Portland,en,2
3072,Naomi Dubbeld,466.0,7841,"Papendrecht, Nederland",en,2
3073,David Green,17869.0,22981,London | On stage | On a plane,en,2
3074,People Are Terrible,282.0,1046,Mars,en,2
3075,Sharon 🐘🍷🏁🇺🇸🐳,2747.0,48243,"Indianapolis, IN",en,2
3076,Denita Stevens,856.0,11539,"New Jersey, USA",en,2
3077,Gamaliel Hasani I,4239.0,255311,Universe 🌎,en,2
3078,Gloria,322.0,48396,"Washington, D.C.",en,2
3079,Carmen Cruz,1747.0,11233,"Garrison, New York",en,2
3080,Poynter_Marcsman,131.0,26904,"Toronto, Ontario",en,2
3081,Jamie,213.0,10050,"Stockholm, Sverige",en,2
3082,Riponite-Fresh Start,3018.0,97170,"California, USA",en,2
3083,Trying2HaveFun,610.0,10302,United States,en,2
3084,Iranians Global Network,627.0,39713,Global,en,2
3085,Elizabeth Yeld,1148.0,18739,"South West, England",en,2
3086,Paul Gascoigne,56.0,828,神奈川県川崎市,en,2
3087,cochesvoladores,4884.0,412691,España,es,2
3088,marybeth,671.0,50831,Newton Ma,en,2
3089,Kirthi,5248.0,91123,Utopia,en,2
3090,Sarah Morgan,14798.0,20350,"Raleigh, NC",en,2
3091,Words with Women,300.0,16401,USA,en,2
3092,Hatticus Finch,2853.0,87723,"Pottstown, PA USA",en,2
3093,Thelma Maria Belli,84.0,1281,"Florida, USA",en,2
3094,Vera Bergengruen,17293.0,21525,"Washington, DC via 🇺🇾 🇨🇱 🇲🇽 🇩🇪 & Miami",en,2
3095,Christopher Brache,154.0,3280,"Portland, OR",en,2
3096,BJM,4305.0,26375,"Atlanta, GA",en,2
3097,Lynda G. Dodd,1174.0,9157,"Princeton, NJ",en,2
3098,Winston Smith,813.0,87822,"Arizona, USA",en,2
3099,October Coast,3093.0,1112,Global ,en,2
3100,Mira Oreck,3500.0,8341,"Vancouver, British Columbia",en,2
3101,धर्मज्ञो धर्मकर्ता च सदा धर्मपरायणः,1654.0,22268,India,en,2
3102,Berniebrot set #IDWP,8493.0,142154,Andromeda,en,2
3103,Christine Pelosi,71647.0,83479,San Francisco,en,2
3104,KT,14.0,29,"London, England",en,2
3105,tambam,5.0,189,"California, USA",en,2
3106,Warrior for God \o/,1063.0,16554,"Dyersburg, TN",en,2
3107,India Today Showbiz,71198.0,49504,"Delhi, India",en,2
3108,S&B Business,157.0,581,UK,en,2
3109,❌Debbie QFD banned❌,1923.0,63855,United States,en,2
3110,𝐚𝐧𝐝𝐲 🌈 | CM SPOILERS ❤️💙🌟,423.0,36038,they/he| trans•queer•disabled,en,2
3111,TheFitAccountant,1085.0,7934,United States,en,2
3112,Sebastian Ortiz 💙💛💙,334.0,11986,ciudad de buenos aires,en,2
3113,Soraya Chemaly,58259.0,68769,#RageBecomesHer,en,2
3114,samit hooev,184.0,761,tax the rich,en,2
3115,James Teller,1486.0,26024,Florida,en,2
3116,Terri Beth Mitchell,132.0,1001,United States,en,2
3117,Leonard Marquez,848.0,110038,"Arizona, USA",en,2
3118,Heidi N. Moore,76225.0,7278,"Here and there, hither and yon (NYC/Paris)heidi dot n dot moore at gmail dot com",en,2
3119,Maineguy1234,179.0,846,"Maine, USA",en,2
3120,WynnsWorld,1285.0,38303,San Francisco Bay Area,en,2
3121,stxphxny,225.0,25392,mindyabusiness,en,2
3122,AirTalk,11479.0,33211,"Los Angeles, CA",en,2
3123,Thomas Gregory Ray,3280.0,134498, Instagram @mozart1tg ,en,2
3124,Rangiku's Rack,627.0,45854,Nairobi.,en,2
3125,🌹Aerin Cruz🌹,3107.0,496132,"Orlando, FL",en,2
3126,Ash,124.0,1961,"Washington, DC",en,2
3127,Favourite Side Nigga||Retired Hoe,4994.0,82269,"Lagos, Nigeria",en,2
3128,Quebic,1109.0,13098,United Kingdom,en,2
3129,Kae Brune🌊🌊👠💥#EqualityAct #ERA,3338.0,76114,sometimes Paris,en,2
3130,ClaireL,371.0,4612,"England, United Kingdom",en,2
3131,ThunderChunky,129.0,9995,North East Lincolnshire,en,2
3132,michelle jewsbury,51.0,149,"Los Angeles, CA",en,2
3133,Vangie G,113.0,5778,California ,en,2
3134,long live MJ👑,128.0,3806,United States,en,2
3135,John Ziegler,37089.0,118749,Los Angeles,en,2
3136,Rainie Cole,4059.0,12238,New York City,en,2
3137,Trading News,1236.0,515255,"London, England",en,2
3138,ѕтacιe,41524.0,19548,United States,en,2
3139,OnThisDayNews,11.0,591,"Maryland, USA",en,2
3140,Tema Smith,3160.0,14009,"Toronto, ON, Canada",en,2
3141,Morgan_SaaS_ERP HCM_Oracle,1686.0,16466,Ireland,en,2
3142,Carey OConnell,3726.0,24278,Present,en,2
3143,Critical Reading,14723.0,48787,"Madison, WI",en,2
3144,"Deborah Johnson PhD, LMSW",133.0,917,"Owasso, OK",en,2
3145,Jacob K.,3.0,43,United States,en,2
3146,terry,62.0,2032,United States,en,2
3147,Ameera Dikko,1009.0,59650,Abuja Nigeria,en,2
3148,VFD,3502.0,37798,London,en,2
3149,BIGOWL,273.0,24528,"North Carolina, USA",en,2
3150,✨⭐️Trump/Kennedy ⭐️✨,4461.0,28861,USA,en,2
3151,Joanie Connell,3060.0,4299,"San Diego, CA",en,2
3152,Jeremy Fuscaldo,1232.0,20694,"New Jersey, USA",en,2
3153,VegasSportsBets♠️,1303.0,9968,"Las Vegas, NV",en,2
3154,Esther,45.0,682,United Kingdom,en,2
3155,🌊✝️♂️ ✡️Intolerant Leftist Jacquelope📎♀️☪️🇺🇸,1117.0,62154,USA,en,2
3156,Dr. Tia C. M. Tyree,728.0,3300,"Washington, D.C.",en,2
3157,SOLD OUT Clothing,5710.0,29414,"West Hollywood, CA",en,2
3158,Duke CE,1974.0,3641,Worldwide:,en,2
3159,USA TODAY Life,79883.0,100097,"USA TODAY HQ, McLean, Va.",en,2
3160,Swapnil,529.0,36037,"Mumbai, India",en,2
3161,Opine,410.0,719,🇺🇸,en,2
3162,Jason Goulder,64.0,1170,"Grovetown, GA",en,2
3163,David Ambaras,77.0,135,"Raleigh and Chapel Hill, NC",en,2
3164,KDev_ Mra,22.0,1454,Bangalore,en,2
3165,Ivey DeJesus,1560.0,4997,"Harrisburg, Pa.",en,2
3166,Luc Riesbeck🚀👩🏼‍🚀✨🌙,1078.0,3314,"Washington, DC",en,2
3167,My nation,62.0,249,Ahmedabad ,en,2
3168,Dorothy,706.0,17599,👠👠,en,2
3169,Rabbi Rachel Sabath,969.0,829,Everywhere,en,2
3170,Hayden Black,13985.0,70361,Los Angeles,en,2
3171,Cets,277.0,10745,Melbourne 🇦🇺,en,2
3172,RevSmith,263.0,29267,"Britain, United Kingdom",en,2
3173,Deplorable Terry,4519.0,214743,USA,en,2
3174,loveisrespect,30434.0,8845,United States,en,2
3175,#ChopOn GO BRAVES,708.0,104902,"Atlanta, GA",en,2
3176,Valerie Patterson,407.0,28440,"Alabama, USA",en,2
3177,Wendy Gill,14124.0,70748,"South Yorkshire, England",en,2
3178,Angie Anselmo,145.0,22473,"Michigan, USA",en,2
3179,TheTruthIsInTheMirror,358.0,1651,United States,en,2
3180,yulie🇺🇸❤️🇻🇪,419.0,49730,"Miami, FL",en,2
3181,Kent Bäck,628.0,8899,~ EARTH ,en,2
3182,Sanford Heisler Sharp,4609.0,7958,"New York, USA",en,2
3183,According to Sheba,84.0,4200,"Detroit, MI",en,2
3184,narendra sujlegaonkar,19.0,830,"Nanded-Waghala, India",en,2
3185,WeSee,677.0,51836,"Atlanta, GA",en,2
3186,shafana Casiano✍,882.0,32901,Claremont nc,en,2
3187,Rachel Birchall,1703.0,567,"North East, England",en,2
3188,Boho🌺Soul,4334.0,187365,India,en,2
3189,TMM,38.0,419,"Philadelphia, PA",en,2
3190,Bird,659.0,27145,United States,en,2
3191,Amazing Kindles,54561.0,123954,"Minnesota, USA",en,2
3192,Mike,3785.0,7639,"Bishop, CA",en,2
3193,AnalisaSwan#DemForce,11425.0,134250,"Los Angeles, CA",en,2
3194,Blogs4Books,65293.0,112264,"Minnesota, USA",en,2
3195,Harish Gariya,476.0,21588,New Delhi,en,2
3196,Raj Joseph╰☆╮,5140.0,2905,"Mumbai, India",en,2
3197,Laura,1187.0,10456,Tracking Carmen Sandiego,en,2
3198,Sujani Rao,15.0,295,"Hyderabad, India",en,2
3199,"Lauren A. Licata, MD",888.0,2677,"Tarrytown, NY",en,2
3200,Mrs. FE🇨🇦🇬🇷,9186.0,59409,"Ontario, Canada         ",en,2
3201,Kevin Johnson  A.D.O.S,45.0,4283,"Minneapolis, MN",en,2
3202,Maverick Sigma,21.0,1143,Denmark,en,2
3203,Craft Trap,51.0,4529,Global,en,2
3204,(((Anne ODonoghue))),1764.0,27951,RT do not equal endorsements,en,2
3205,Buffalo I-Day,275.0,689,"Buffalo, NY",en,2
3206,Ramarao Velagapudi,69.0,18701,"Hyderabad, India",en,2
3207,(Chowkidar) Er. Virender Maurya,3201.0,5836,Jammu And Kashmir,en,2
3208,Debbie Campion,1306.0,21503,"Pennsylvania, USA",en,2
3209,Marco St John,183.0,752,"Ocean Springs, Mississippi",en,2
3210,Jessica Miller,3190.0,15843,"Ogden, UT",en,2
3211,Sabrina🌺🦄,883.0,41183,France,en,2
3212,Mere,2755.0,97027,Earth,en,2
3213,A likely story,418.0,5243,One nation under God. USA,en,2
3214,"a cute, huge yacht",271.0,11759,Canada,en,2
3215,LK#ibelievehim,215.0,1477,Wonderland,en,2
3216,Kim Davis,554.0,7941,"Flint, MI",en,2
3217,Bird,659.0,27145,Southern CA,en,2
3218,nancy,1047.0,46239,"Atlanta, GA",en,2
3219,ERA: Empatía - Resiliencia - Adaptación,31.0,50,"Bogotá, D.C., Colombia",es,2
3220,Judge Steven Kirkland,1609.0,3161,Houston,en,2
3221,Yolanda Fordham,81.0,1094,"Appleton, WI",en,2
3222,Chowkidar_$°₹€$π,554.0,107644,भारतवर्ष ,en,2
3223,Zellner  Chess,1946.0,22521,https://youtu.be/FjO_fVYne7Y,en,2
3224,Clive,3289.0,133409,C-137,en,2
3225,Iria Dominguez,0.0,12,"London, England",en,2
3226,Selena Adera🍩,12082.0,47738,NYC,en,2
3227,J.P.,1433.0,56585,"West Virginia, USA",en,2
3228,संजीव नेवर (Sanjeev Newar) #IamAgniveer,16415.0,16444,New Delhi,en,2
3229,Sarah Tenorio,43.0,1216,HOUSTON,en,2
3230,Daniel J Drucker,5017.0,10188,Toronto,en,2
3231,Katie Salvo,12473.0,33556,"Orangeburg, SC",en,2
3232,Amazing Authors,78234.0,137529,Minnesota,en,2
3233,Natural Flirt Gamer,1390.0,22945,In your dreams ༻❤༺,en,2
3234,Shira Destinie Jones,124.0,3472,"San Diego, CA",en,2
3235,E.S,134.0,334,"Atlanta, GA",en,2
3236,Dear Friend,1790.0,161338,"Florida, USA",en,2
3237,Rob Nelson,1869.0,150739,"Indianapolis, IN",en,2
3238,Whitney Bailey,46.0,1226,"West Virginia, USA",en,2
3239,Russell Brand Fans,1793.0,11195,"London, UK",en,2
3240,Aravindh Ram,178.0,6159,"Chennai, India",en,2
3241,|| धर्मो रक्षति रक्षितः ||,158.0,19621,Bharat,en,2
3242,Sangha,511.0,72521,"Hyderabad, India",en,2
3243,aman,163.0,24508,Delhi ,en,2
3244,Rag,269.0,112287,DELHI,en,2
3245,Heather🇺🇸 ⭐️⭐️⭐️,7622.0,59618,"Huntsville, AL",en,2
3246,SKPryor,4363.0,63321,"New York, USA",en,2
3247,Laurance Allen,4144.0,122528,Massachusetts ,en,2
3248,Oxford Brookes Multifaith Chaplaincy,509.0,2806,Oxford,en,2
3249,Beverly B 👌👌🏻👌🏼👌🏽👌🏾👌🏿,2249.0,48445,Washington State,en,2
3250,𝓵𝓲𝓼𝓪 ☁️,696.0,705,Neverland,en,2
3251,Metal Devastation,876.0,35215,Jackson TN,en,2
3252,Sanjeev Kumar Kaundal,269.0,32139,"New Delhi, India",en,2
3253,Steve Salerno,4407.0,34484,United States,en,2
3254,UPEACE Centre,3591.0,3492,"San Jose, Costa Rica",en,2
3255,Zach Moonshine,1603.0,30706,"Jackson, TN",en,2
3256,Research-live.com,27236.0,20124,London,en,2
3257,CB❌,7308.0,32072,United States,en,2
3258,NY Daily Record,911.0,4895,"Rochester, NY",en,2
3259,Lydia🧜‍♀️🌊,12820.0,155015,Arkansas ,en,2
3260,Vicki Tapia,6258.0,22527,South Central Montana,en,2
3261,Chowkidar Rajendra Sharma,419.0,19351,In PARKING,en,2
3262,Tracy Reeves,3855.0,37309,"Farmerville, LA",en,2
3263,Home and Loving It,4984.0,62047,"Avra Valley, AZ",en,2
3264,PREM CHAND,317.0,3988,Chennai,en,2
3265,🤠 Ron Murphy©️ 🇺🇸 Texas,45670.0,300586,"Texas, USA",en,2
3266,2SENSE,112.0,1647,"California, USA",en,2
3267,TWO-N,471.0,329,New York City,en,2
3268,Michael Tackett,23896.0,48546,"Washington, D.C.  ",en,2
3269,Christine Bronstein,411.0,22387,"California, USA",en,2
3270,CW Hawes,4346.0,44735,"Katy, TX",en,2
3271,Kela Stein,9376.0,47226,"Ohio, USA",en,2
3272,More Mosayac,4.0,29,Pombawayo,en,2
3273,Malini Varma,118.0,1274,"Hyderabad, India",en,2
3274,Patsy.,285.0,7131,"England, United Kingdom.",en,2
3275,🌊ⒿⒶⓎ🇺🇸ⒷⓇⓄⓌⓃ🗽,8609.0,24471,NYC,en,2
3276,Simon Gibson,1124.0,4658,London,en,2
3277,Samuel M. Gebru,4374.0,44753,"Cambridge, MA",en,2
3278,Globalnews10,468.0,26476,"Comunidad de Madrid, España",es,2
3279,Erik Kort,508.0,6104,Pacific Northwest,en,2
3280,Seth Adhyastha.,126.0,34457,"Leeratanakajorn, Janelle.",en,2
3281,On the Moon Arts,160.0,994,"New York, NY",en,2
3282,Mo Chuisle,1789.0,39300,Parumala,en,2
3283,Ogun_Saac,174.0,4974,On dat A$$,en,2
3284,Just Clair ⚢ ♈️,847.0,29446,"Washington, DC",en,2
3285,Cate Sawers,80.0,2609,"Rockville, MD",en,2
3286,Samantha Puc @ Fatventure Mag Vol. 2 Kickstarter!,1744.0,34692,PVD 🔜 MT,en,2
3287,Malik S,275.0,2457,KEMET,en,2
3288,ICE out of CA,622.0,943,California,en,2
3289,ゆ,256.0,28657,日本,en,2
3290,Tmarr,367.0,13176,United States,en,2
3291,Rick Sanchez Planet 23,1082.0,18996,Los Angeles - City of Angels.,en,2
3292,Riana Goren,811.0,8429,"New York, NY",en,2
3293,Dapper Danny,18.0,79,"Walsall, England",en,2
3294,Liam,159.0,6375,"Milwaukee, WI",en,2
3295,SCV Watcher,237.0,8019,"Santa Clarita, CA",en,2
3296,The Swithen,1176.0,1197,In Words,en,2
3297,🆁🆄🅼🅾🆁🇲🇽🅷🅰🆂🇺🇲🅸🆃 ™,2518.0,50495,"Houston, TX",en,2
3298,William J. Bodden ⭐️⭐️⭐️,7246.0,62916,"Grand Cayman, Cayman Islands",en,2
3299,The Cheeky Natives,3776.0,6315,"Johannesburg, South Africa",en,2
3300,Bree Ryback,2798.0,62486,"Brookland/Washington, DC",en,2
3301,We For News,4381.0,249465,"New Delhi, Delhi",en,2
3302,The Independent,2692587.0,829398,"London, England",en,2
3303,Stober Consulting,7.0,46,"Seattle, WA",en,2
3304,K Dubb,14629.0,280414,"LA,Houston, NYC, ATL,Tampa",en,2
3305,John Morgan,77.0,8811,"Sunset Hills, MO",en,2
3306,Argelia Ra Ro,76.0,1837,Nederland ,es,2
3307,Style Island,5269.0,10907,MANHATTAN,en,2
3308,Tighe' 🎨👨🏿‍🎨🤴🏿,163.0,5302,"Dallas, TX",en,2
3309,FierySeasColdShores,20.0,2042,United States,en,2
3310,Madhu Sudhan Reddy,1002.0,644,"Hyderabad, India",en,2
3311,HERCULES MUSIC,1419.0,39510,UK-USA-Europe Paris,en,2
3312,Elisha,1913.0,145341,"Carlsbad, CA",en,2
3313,Aaron,143.0,304,Compton CA,en,2
3314,Ebay Annie,7180.0,161828,USA,en,2
3315,OnenessofALLMessagePromoter,61.0,887,"Brooklyn, New York",en,2
3316,AnoiaRàdio.com,731.0,39561,Catalunya,en,2
3317,JJ,1539.0,52924,"Lunchbag, Va",en,2
3318,SCI-Arc,9126.0,8535,Los Angeles,en,2
3319,RN4L G,1082.0,49438,"Houston, TX",en,2
3320,Kostas Theologou MD,3148.0,25150,Thessaloniki Greece,en,2
3321,LAST SOUND BENDER™,1184.0,29963,Wakanda/Geosynchronous🇻🇮🇺🇲,en,2
3322,The Invisible Man,76.0,366,"England, United Kingdom",en,2
3323,Jessica Ruano,1905.0,5539,"Ottawa, Ontario",en,2
3324,9erchic4life,72.0,3258,Cali,en,2
3325,melimeli❤️💕,45.0,1051,"Puerto Rico, USA",en,2
3326,Morning Edition,229360.0,44792,"Washington, DC",en,2
3327,G,13213.0,117607,"ÜT: -6.3340292,106.8343101",en,2
3328,"Sorry, something went wrong.",3601.0,182458,Cat Island,en,2
3329,29の人,135.0,572,鉄板の上で焼かれなう,en,2
3330,David Deubelbeiss,2667.0,15672,"North Bay, Ontario, Canada",en,2
3331,Vic Smith,3638.0,66919,"Staffordshire, U.K.",en,2
3332,CanGal 🥄,786.0,217105,Canada,en,2
3333,Emilia Wojdylak,293.0,999,bk • nyc,en,2
3334,Parveen Dang,162.0,1012,Pune,en,2
3335,Joanne J. Chew (林九恩),545.0,17268,"Los Angeles, CA",en,2
3336,Unanimous Consent,446.0,9248,"Washington, DC",en,2
3337,Mr. Babypants,3312.0,236439,United States,en,2
3338,Jan Jansen,19157.0,123232,WORLD,en,2
3339,Joe Germano,1852.0,3778,"Los Angeles, CA",en,2
3340,Pursuant of Truth,6762.0,30591,"Texas, USA",en,2
3341,NZFX Group,751.0,4423,Wellington.New Zealand,en,2
3342,Summers💧,1177.0,17323,land of beliebers,en,2
3343,brad stewart,654.0,14714,"Oregon, USA",en,2
3344,Life & Arts,72696.0,37414,London,en,2
3345,Stephanie Bonilla,228.0,5130,"Miami, FL",en,2
3346,Kevin,670.0,21184,kevinclosson.net,en,2
3347,JDS,76.0,15397,"New York, USA",en,2
